Moderator,Group,k,g,SE,CI_lower,CI_upper,z,p,sig,tau2,I2,Q,Q_p,Comparison
Industry,Business,46,0.7062120264384504,0.06610874853179136,0.5766388793161393,0.8357851735607614,10.682580477209255,0.0,***,0.1733271062361217,91.39508041221023,522.956659163372,0.0,Human Augmentation
Industry,Communication,86,0.273681605764357,0.043522951755696926,0.18837662032319102,0.358986591205523,6.28821333857563,3.211404475678137e-10,***,0.12746585488584078,86.42600779464605,626.197501177831,0.0,Human Augmentation
Industry,Healthcare,105,0.6466498720104412,0.06028289822302239,0.5284953914933174,0.7648043525275651,10.726920753181073,0.0,***,0.25048505086597717,84.38793693193384,666.1515492640289,0.0,Human Augmentation
Industry,Public sector,39,0.431838533740332,0.07337991320882258,0.28801390385103975,0.5756631636296242,5.8849692627929056,3.981279750320255e-09,***,0.19246502718271732,94.60175500366896,703.9324822387082,0.0,Human Augmentation
Task_Type,Create,24,0.48162352860569824,0.12997861347931805,0.2268654461862349,0.7363816110251615,3.705405956514017,0.00021105242848973305,***,0.30401541458620424,88.43827677840956,198.93228335590715,0.0,Human Augmentation
Task_Type,Decide,252,0.49886062823767485,0.031974939005952864,0.4361897477860072,0.5615315086893424,15.60161313035814,0.0,***,0.201376052237144,90.86702930589165,2748.2843031777084,0.0,Human Augmentation
AI_Type_Cleaned,Deep,130,0.3976018270417661,0.04189430925295416,0.31548898090597594,0.4797146731775563,9.490592735187043,0.0,***,0.1541816427625931,85.35123269073554,880.6201728551957,0.0,Human Augmentation
AI_Type_Cleaned,Rule-Based,52,0.5595386868490165,0.061173372019382,0.43963887769102783,0.6794384960070052,9.146768739047667,0.0,***,0.16657031437513242,90.44303461821453,533.6421966872495,0.0,Human Augmentation
AI_Type_Cleaned,Shallow,46,0.44652147184982316,0.07237630918154545,0.30466390585399405,0.5883790378456523,6.169442416990192,6.853122513916787e-10,***,0.20069871028074915,93.54410351723449,697.0371987861143,0.0,Human Augmentation
AI_Type_Cleaned,Simulated-AI,12,0.6728411021595608,0.1434688353732276,0.39164218482803476,0.954040019491087,4.689806677590959,2.7346329083410836e-06,***,0.21216797256965625,89.51068080738264,104.86857915184876,0.0,Human Augmentation
AI_Type_Cleaned,Wizard of Oz,36,0.7450397296598831,0.11262538957819086,0.524293966086629,0.9657854932331371,6.615202242143053,3.7104319616787507e-11,***,0.36201935458137546,92.51760836177755,467.7648764227837,0.0,Human Augmentation
Participant_Expert,No,182,0.45748324692558523,0.03667167940076187,0.385606755300092,0.5293597385510784,12.475110341308254,0.0,***,0.2133042105943831,92.80899253085234,2517.032568476159,0.0,Human Augmentation
Participant_Expert,Yes,94,0.6021105863240662,0.05779685873025987,0.4888287432127569,0.7153924294353755,10.417704345043026,0.0,***,0.17773052143785917,79.50208309431345,453.704639490464,0.0,Human Augmentation
AI_Expl_Incl,No,115,0.5152374722061119,0.04894818043158062,0.41929903856021394,0.61117590585201,10.526182335343533,0.0,***,0.2217425848043043,92.86419522819845,1597.5773391459916,0.0,Human Augmentation
AI_Expl_Incl,Yes,161,0.4839851299641984,0.04030200748380856,0.40499319529593364,0.5629770646324632,12.008958366618355,0.0,***,0.19747004339892937,88.53751670016105,1395.858086024413,0.0,Human Augmentation
Task_Output_Cleaned,Binary,125,0.374665950350167,0.03611742885728984,0.3038757897898789,0.44545611091045506,10.373549895552586,0.0,***,0.11379191054379276,84.86707151771284,819.4051808619854,0.0,Human Augmentation
Task_Output_Cleaned,Categoric,103,0.5081843552199566,0.05332008072522511,0.40367699699851545,0.6126917134413978,9.53082494077209,0.0,***,0.2232561651213364,90.71974341067333,1099.107541027598,0.0,Human Augmentation
Task_Output_Cleaned,Numeric,24,0.9196833220082675,0.0745334830877212,0.7735976951563339,1.0657689488602011,12.339196880492736,0.0,***,0.11614255362310427,88.96877642427775,208.4990830085149,0.0,Human Augmentation
Task_Output_Cleaned,Open Response,24,0.48162352860569824,0.12997861347931805,0.2268654461862349,0.7363816110251615,3.705405956514017,0.00021105242848973305,***,0.30401541458620424,88.43827677840956,198.93228335590715,0.0,Human Augmentation
Baseline,AI,193,0.6610987981077548,0.03625344909042451,0.5900420378905228,0.7321555583249869,18.23547316722393,0.0,***,0.19777073324761585,91.23579604570367,2190.729483262181,0.0,Human Augmentation
Baseline,Human,83,0.06372843008784584,0.039345179806137213,-0.013388122332183089,0.14084498250787478,1.6197264925932613,0.10529104263997358,,0.07480637233140698,72.43702370894573,297.50052800580033,0.0,Human Augmentation
Comp_Type,Dependent Samples,132,0.5833844836074827,0.04631760254928342,0.4926019826108873,0.6741669846040782,12.595308295301832,0.0,***,0.18654901465873336,89.10020743530426,1201.857734653656,0.0,Human Augmentation
Comp_Type,Independent Samples,144,0.4347112989429413,0.042646985017427065,0.35112320830878424,0.5182993895770983,10.193248098671052,0.0,***,0.22990661494426648,92.03632680665079,1795.6537960325277,0.0,Human Augmentation
Year,2020,62,0.41789433113987107,0.06650462019153958,0.28754527556445353,0.5482433867152886,6.283688711194741,3.306324103391489e-10,***,0.21096940820851082,87.18267204830093,475.9182274954104,0.0,Human Augmentation
Year,2021,91,0.4473645641585805,0.04891846007127661,0.35148438241887836,0.5432447458982826,9.145107256171766,0.0,***,0.17603646341243726,92.0217695544846,1128.0696968409766,0.0,Human Augmentation
Year,2022,65,0.45034408093886197,0.06599627135424097,0.3209913890845497,0.5796967727931742,6.82378067272315,8.86757334228605e-12,***,0.22630286818590842,91.26675594618196,732.8319191082294,0.0,Human Augmentation
Year,2023,54,0.7606965205258329,0.07926618676670596,0.6053347944630892,0.9160582465885766,9.59673413790793,0.0,***,0.23657287432554786,86.04814163035711,379.87770944779584,0.0,Human Augmentation
Year,2024,4,0.5924737657702714,0.12999523451507192,0.3376831061207305,0.8472644254198124,4.55765757860592,5.17272791533685e-06,***,0.05952550732879533,88.24486540556143,25.520762658211666,1.2015385037922321e-05,Human Augmentation
Industry,Communication,18,0.06198836364437517,0.10233025870347778,-0.13857894341444127,0.26255567070319163,0.6057676823040069,0.5446690328618664,,0.13642536291451146,87.52960065428687,136.32281957228568,0.0,AI Augmentation
Industry,Healthcare,32,-0.04109246832295705,0.1324956172770376,-0.3007838781859507,0.21859894154003662,-0.310142095017649,0.7564529021950279,,0.3640998060475679,87.4864274960243,247.7310135866555,0.0,AI Augmentation
Industry,Public sector,23,-0.48559085851231115,0.187976626170083,-0.8540250458056738,-0.11715667121894846,-2.583251271213603,0.009787401148779518,**,0.7961172646674298,98.72757712448099,1728.984948579003,0.0,AI Augmentation
Task_Type,Create,17,0.38964931442449013,0.15116004808404626,0.09337562017975948,0.6859230086692207,2.577726848881669,0.009945257889041992,**,0.25352372519555233,77.34154973426982,70.61383198037703,7.788774847306001e-09,AI Augmentation
Task_Type,Decide,56,-0.31443134340125267,0.10167379985869991,-0.5137119911243044,-0.11515069567820085,-3.0925503309429794,0.0019844457932458592,**,0.49550807092996924,97.21825616907557,1977.177027897728,0.0,AI Augmentation
AI_Type_Cleaned,Deep,40,0.02356556362499261,0.09350187839018986,-0.1596981180197795,0.20682924526976476,0.2520330503591796,0.8010155176948677,,0.22428905541299515,89.5665792011181,373.79878327326225,0.0,AI Augmentation
AI_Type_Cleaned,Shallow,29,-0.36199192435731853,0.17427543307451931,-0.7035717731833764,-0.020412075531260676,-2.077125375453995,0.03778998909026354,*,0.8217122998602047,98.38432030601645,1733.0167671393165,0.0,AI Augmentation
AI_Type_Cleaned,Simulated-AI,4,-0.3188586817152908,0.09949609846741168,-0.5138710347114177,-0.1238463287191639,-3.20473552859691,0.0013518663465719172,**,0.020798155740290175,54.678346272498416,6.619352457961113,0.08507252881888394,AI Augmentation
Participant_Expert,No,41,-0.23217074012933683,0.11843860187683518,-0.46431039980793376,-3.108045073987875e-05,-1.960262418250869,0.04996512624255778,*,0.5402055029327824,97.86462171667863,1873.2044018816207,0.0,AI Augmentation
Participant_Expert,Yes,32,-0.04109246832295705,0.1324956172770376,-0.3007838781859507,0.21859894154003662,-0.310142095017649,0.7564529021950279,,0.3640998060475679,87.4864274960243,247.7310135866555,0.0,AI Augmentation
AI_Expl_Incl,No,45,-0.14269336062854865,0.11508743057704565,-0.3682647245595581,0.08287800330246081,-1.2398692012940729,0.21502377718661725,,0.5309252985391528,97.62254841342212,1850.7211776006654,0.0,AI Augmentation
AI_Expl_Incl,Yes,28,-0.19695319050594876,0.14508355709168502,-0.48131696240565136,0.08741058139375388,-1.357515589319918,0.17461744348863073,,0.433015099515147,90.7463419720784,291.7765052321072,0.0,AI Augmentation
Task_Output_Cleaned,Binary,29,-0.3927592379665946,0.16236760968625297,-0.7109997529516504,-0.07451872298153883,-2.4189506683354716,0.015565350982448045,*,0.6474072173161552,97.65213930625181,1192.575014120619,0.0,AI Augmentation
Task_Output_Cleaned,Categoric,20,-0.054185110390926695,0.1556705415659787,-0.35929937186024496,0.25092915107839153,-0.3480755565301423,0.727783440930216,,0.4197980411134792,97.01131715084854,635.7315566418979,0.0,AI Augmentation
Task_Output_Cleaned,Numeric,7,-0.7036208551950315,0.14884206398810004,-0.9953513006117076,-0.4118904097783554,-4.727298428563085,2.2752674575521326e-06,***,0.13412258346084577,86.85254916969276,45.636223154141206,3.497595479906579e-08,AI Augmentation
Task_Output_Cleaned,Open Response,17,0.38964931442449013,0.15116004808404626,0.09337562017975948,0.6859230086692207,2.577726848881669,0.009945257889041992,**,0.25352372519555233,77.34154973426982,70.61383198037703,7.788774847306001e-09,AI Augmentation
Baseline,AI,56,-0.4125013426790403,0.08541380202366315,-0.5799123946454201,-0.24509029071266053,-4.829445978353245,1.3691345155386614e-06,***,0.33861472211509047,95.83694039782392,1321.1437081335775,0.0,AI Augmentation
Baseline,Human,17,0.8327723435303942,0.17292835159903736,0.493832774396281,1.1717119126645075,4.8157074061592455,1.466793204007999e-06,***,0.33123736966032463,84.0830680780767,100.52188498690688,2.7644553313166398e-14,AI Augmentation
Comp_Type,Dependent Samples,43,-0.1313588900517655,0.12372433618522247,-0.3738585889748015,0.11114080887127054,-1.0617061614710437,0.2883691013262948,,0.5153869582685039,96.89084800341911,1350.8506514376588,0.0,AI Augmentation
Comp_Type,Independent Samples,30,-0.18843810815867112,0.13838982589486512,-0.45968216691260677,0.08280595059526452,-1.3616471221072837,0.17330927639476457,,0.5308574044345681,96.309680948963,785.839912455561,0.0,AI Augmentation
Year,2020,20,-0.25754184333976093,0.15143381032520997,-0.5543521115771725,0.03926842489765059,-1.7006891841833727,0.08900136716511953,,0.34728721497237997,91.41707004422078,221.36962666468645,0.0,AI Augmentation
Year,2021,20,-0.011815792759543201,0.24478477408942817,-0.4915939499748224,0.467962364455736,-0.04827012955971882,0.9615009599518216,,1.0711667802451401,98.43823183011902,1216.5698063527525,0.0,AI Augmentation
Year,2022,11,-0.22637905122823568,0.08508977122654289,-0.39315500283225974,-0.05960309962421162,-2.660473144598361,0.007803094972363089,**,0.03548973405488814,67.29785187379089,30.579030959698656,0.0006883661714555123,AI Augmentation
Year,2023,21,-0.2154078214837304,0.18135243790178873,-0.5708585997712363,0.14004295680377554,-1.1877856398069726,0.2349178733850814,,0.6120651072162023,96.89542336670279,644.2102213066983,0.0,AI Augmentation
Industry,Business,8,0.11517196916720165,0.09686720651434794,-0.07468775560092031,0.3050316939353236,1.188967590906448,0.23445242043973558,,0.05273303439799862,73.99738908897376,26.9203735884526,0.0003444581968370386,Strong Synergy
Industry,Communication,53,-0.01690923798592818,0.05346474160917342,-0.1217001315399081,0.08788165556805173,-0.31626895552090184,0.7517983725991773,,0.1134817844434008,83.88168789927957,322.6144255990413,0.0,Strong Synergy
Industry,Healthcare,52,0.01930997827903738,0.09021252875665074,-0.15750657808399807,0.19612653464207283,0.21404985033870685,0.8305081829873924,,0.2580825817377804,80.50991358216349,261.67149240203946,0.0,Strong Synergy
Industry,Public sector,29,-0.4388838406955761,0.12360607762780848,-0.6811517528460808,-0.1966159285450715,-3.5506655426531997,0.000384258393136383,***,0.42657980390831296,97.54548465315146,1140.7547333509378,0.0,Strong Synergy
Task_Type,Create,23,0.04565409660075861,0.09798519583884285,-0.14639688724337338,0.2377050804448906,0.4659285130770807,0.6412666709847452,,0.1277650698623764,65.32509791141158,63.446466103332554,6.8096128813532886e-06,Strong Synergy
Task_Type,Decide,119,-0.11623592504205663,0.053454558171494436,-0.22100685905818573,-0.011464991025927532,-2.1744810736091993,0.029669025266386706,*,0.2756962653980186,93.58485664137889,1839.3977095059538,0.0,Strong Synergy
AI_Type_Cleaned,Deep,86,-0.027481032482443046,0.05012297447090586,-0.1257220624454185,0.07075999748053242,-0.5482721800238443,0.5835050267481656,,0.14372888245897014,84.42078148702602,545.598612210325,0.0,Strong Synergy
AI_Type_Cleaned,Rule-Based,9,0.2559580917037539,0.08905137882954466,0.08141738919784636,0.4304987942096614,2.8742743241931077,0.004049570594746976,**,0.03463675836106797,51.326801256969695,16.43615009203715,0.03654627012574596,Strong Synergy
AI_Type_Cleaned,Shallow,36,-0.3467275040217588,0.11603939425263204,-0.5741647167569176,-0.11929029128659999,-2.9880154602228477,0.0028079534996749977,**,0.43683565296085997,96.95383343100568,1148.9851000352585,0.0,Strong Synergy
AI_Type_Cleaned,Simulated-AI,5,-0.31972740262837995,0.07854333721201587,-0.47367234356393106,-0.16578246169282884,-4.0707132390532905,4.6869415950556714e-05,***,0.011942321705898274,39.856996488289816,6.650815167920866,0.1555323999980358,Strong Synergy
AI_Type_Cleaned,Wizard of Oz,6,0.2880946507170107,0.19276694330361194,-0.08972855815806868,0.66591785959209,1.4945231053607342,0.13503894743090705,,0.07036301289328238,33.830576437846226,7.556360220220805,0.18243998088256763,Strong Synergy
Participant_Expert,No,94,-0.1296817146341519,0.056584452844146864,-0.24058724220867975,-0.018776187059624055,-2.291825901212479,0.021915691433624263,*,0.26896536371524354,94.33634859112752,1642.050212594465,0.0,Strong Synergy
Participant_Expert,Yes,48,0.014953104013754425,0.09940519530261724,-0.17988107877937534,0.20978728680688422,0.15042577974152146,0.8804287033815152,,0.29396793945415284,81.92718688648188,260.05912695929385,0.0,Strong Synergy
AI_Expl_Incl,No,72,-0.1277898020657994,0.06910116594871661,-0.26322808732528397,0.007648483193685163,-1.8493147012980726,0.06441238415128603,,0.28565392610671203,94.75415891205267,1353.4531223816011,0.0,Strong Synergy
AI_Expl_Incl,Yes,70,-0.05423254629726623,0.06416129593917125,-0.17998868633804188,0.07152359374350942,-0.8452532871013381,0.3979694362146131,,0.20905165583301366,85.80290145609763,486.0147993382449,0.0,Strong Synergy
Task_Output_Cleaned,Binary,64,-0.15165078049739883,0.06833245507204591,-0.28558239243860883,-0.017719168556188852,-2.219308238486481,0.026465761513461583,*,0.23520973909244086,92.97525522319046,896.8297354799125,0.0,Strong Synergy
